Tp,0,0
Tp,0.00273973,0
Tp,0.00547945,0
Tp,0.00821918,0
Tp,0.0109589,0
Tp,0.0136986,0
Tp,0.0164384,0
Tp,0.0191781,0
Tp,0.0219178,0
Tp,0.0246575,0
Tp,0.0273973,0
Tp,0.030137,0
Tp,0.0328767,0
Tp,0.0356164,0
Tp,0.0383562,0
Tp,0.0410959,0
Tp,0.0438356,0
Tp,0.0465753,0
Tp,0.0493151,0
Tp,0.0520548,0
Tp,0.0547945,0
Tp,0.0575342,0
Tp,0.060274,0
Tp,0.0630137,0
Tp,0.0657534,0
Tp,0.0684932,0
Tp,0.0712329,0
Tp,0.0739726,0
Tp,0.0767123,0
Tp,0.0794521,0.691534
Tp,0.0821918,0.699968
Tp,0.0849315,0.696993
Tp,0.0876712,0.689275
Tp,0.090411,0.678892
Tp,0.0931507,0.666775
Tp,0.0958904,0.653429
Tp,0.0986301,0.639159
Tp,0.10137,0.624164
Tp,0.10411,0.608583
Tp,0.106849,0.592516
Tp,0.109589,0.576038
Tp,0.112329,0.559207
Tp,0.115068,0.542067
Tp,0.117808,0.524656
Tp,0.120548,0.507003
Tp,0.123288,0.489134
Tp,0.126027,0.471068
Tp,0.128767,0.452824
Tp,0.131507,0.434416
Tp,0.134247,0.415858
Tp,0.136986,0.397161
Tp,0.139726,0.378335
Tp,0.142466,0.359388
Tp,0.145205,0.34033
Tp,0.147945,0.321165
Tp,0.150685,0.301902
Tp,0.153425,0.282544
Tp,0.156164,0.263099
Tp,0.158904,0.243569
Tp,0.161644,0.223959
Tp,0.164384,0.204274
Tp,0.167123,0.184516
Tp,0.169863,0.16469
Tp,0.172603,0.144797
Tp,0.175342,0.124841
Tp,0.178082,0.104824
Tp,0.180822,0.0847489
Tp,0.183562,0.0646176
Tp,0.186301,0.05
Tp,0.189041,0.05
Tp,0.191781,0.05
Tp,0.194521,0.30471
Tp,0.19726,0.436427
Tp,0.2,0.520393
Tp,0.20274,0.579439
Tp,0.205479,0.622113
Tp,0.208219,0.652863
Tp,0.210959,0.674413
Tp,0.213699,0.688601
Tp,0.216438,0.696761
Tp,0.219178,0.699901
Tp,0.221918,0.698815
Tp,0.224658,0.694148
Tp,0.227397,0.68643
Tp,0.230137,0.676109
Tp,0.232877,0.663568
Tp,0.235616,0.649137
Tp,0.238356,0.633106
Tp,0.241096,0.615728
Tp,0.243836,0.597229
Tp,0.246575,0.57781
Tp,0.249315,0.557649
Tp,0.252055,0.536909
Tp,0.254795,0.515735
Tp,0.257534,0.494259
Tp,0.260274,0.4726
Tp,0.263014,0.450865
Tp,0.265753,0.429152
Tp,0.268493,0.40755
Tp,0.271233,0.38614
Tp,0.273973,0.364994
Tp,0.276712,0.344178
Tp,0.279452,0.323751
Tp,0.282192,0.303767
Tp,0.284932,0.284273
Tp,0.287671,0.265311
Tp,0.290411,0.246919
Tp,0.293151,0.22913
Tp,0.29589,0.211973
Tp,0.29863,0.195472
Tp,0.30137,0.179647
Tp,0.30411,0.164515
Tp,0.306849,0.15009
Tp,0.309589,0.05
Tp,0.312329,0.05
Tp,0.315068,0.05
Tp,0.317808,0.05
Tp,0.320548,0.05
Tp,0.323288,0.05
Tp,0.326027,0.05
Tp,0.328767,0.05
Tp,0.331507,0.05
Tp,0.334247,0.05
Tp,0.336986,0.05
Tp,0.339726,0.05
Tp,0.342466,0.05
Tp,0.345205,0.05
Tp,0.347945,0.05
Tp,0.350685,0.05
Tp,0.353425,0.05
Tp,0.356164,0.05
Tp,0.358904,0.05
Tp,0.361644,0.05
Tp,0.364384,0.05
Tp,0.367123,0.05
Tp,0.369863,0.05
Tp,0.372603,0.05
Tp,0.375342,0.05
Tp,0.378082,0.05
Tp,0.380822,0.05
Tp,0.383562,0.05
Tp,0.386301,0.05
Tp,0.389041,0.05
Tp,0.391781,0.05
Tp,0.394521,0.05
Tp,0.39726,0.05
Tp,0.4,0.05
Tp,0.40274,0.05
Tp,0.405479,0.05
Tp,0.408219,0.05
Tp,0.410959,0.05
Tp,0.413699,0.05
Tp,0.416438,0.05
Tp,0.419178,0.05
Tp,0.421918,0.05
Tp,0.424658,0.05
Tp,0.427397,0.05
Tp,0.430137,0.05
Tp,0.432877,0.05
Tp,0.435616,0.05
Tp,0.438356,0.05
Tp,0.441096,0.05
Tp,0.443836,0.05
Tp,0.446575,0.05
Tp,0.449315,0.05
Tp,0.452055,0.05
Tp,0.454795,0.05
Tp,0.457534,0.05
Tp,0.460274,0.05
Tp,0.463014,0.05
Tp,0.465753,0.05
Tp,0.468493,0.05
Tp,0.471233,0.05
Tp,0.473973,0.05
Tp,0.476712,0.05
Tp,0.479452,0.05
Tp,0.482192,0.05
Tp,0.484932,0.05
Tp,0.487671,0.05
Tp,0.490411,0.05
Tp,0.493151,0.05
Tp,0.49589,0.05
Tp,0.49863,0.05
Tp,0.50137,0.05
Tp,0.50411,0.05
Tp,0.506849,0.05
Tp,0.509589,0.05
Tp,0.512329,0.05
Tp,0.515068,0.05
Tp,0.517808,0.05
Tp,0.520548,0.05
Tp,0.523288,0.05
Tp,0.526027,0.05
Tp,0.528767,0.05
Tp,0.531507,0.05
Tp,0.534247,0.05
Tp,0.536986,0.05
Tp,0.539726,0.05
Tp,0.542466,0.05
Tp,0.545205,0.05
Tp,0.547945,0.05
Tp,0.550685,0.05
Tp,0.553425,0.05
Tp,0.556164,0.05
Tp,0.558904,0.05
Tp,0.561644,0.05
Tp,0.564384,0.05
Tp,0.567123,0.05
Tp,0.569863,0.05
Tp,0.572603,0.05
Tp,0.575342,0.05
Tp,0.578082,0.05
Tp,0.580822,0.05
Tp,0.583562,0.05
Tp,0.586301,0.05
Tp,0.589041,0.05
Tp,0.591781,0.05
Tp,0.594521,0.05
Tp,0.59726,0.05
Tp,0.6,0.05
Tp,0.60274,0.05
Tp,0.605479,0.05
Tp,0.608219,0.05
Tp,0.610959,0.05
Tp,0.613699,0.05
Tp,0.616438,0.05
Tp,0.619178,0.05
Tp,0.621918,0.05
